;identifiant_station;nom_station;station_en_fonctionnement;capacité_de_la_station;nombre_bornettes_libres;nombre_total_vélos_disponibles;vélos_mécaniques_disponibles;vélos_électriques_disponibles;borne_de_paiement_disponible;retour_vélib_possible;actualisation_de_la_donnée;coordonnées;commune;code_insee;departement;localisation
127;31009;Place Du Général De Gaulle;True;26;23;3;0;3;True;True;2025-06-03 12:56:15+00:00;48.8687591, 2.4329931;Montreuil;93048;Seine-Saint-Denis;19 Place du Général de Gaulle, 93100 Montreuil, France
128;15042;Henry Farman;True;16;0;16;10;6;True;True;2025-06-03 12:58:52+00:00;48.83372430280548, 2.2713854536414146;Paris;75056;Paris;59 Rue Henry Farman, 75015 Paris, France
129;41302;Charles de Gaulle - Beauté;True;49;45;3;0;3;True;True;2025-06-03 12:55:31+00:00;48.83649602312711, 2.479562651149885;Nogent-sur-Marne;94052;Val-De-Marne;10 Rue Paul Doumer, 94130 Nogent-sur-Marne, France
130;18011;Pajol - Place Herbert;True;39;37;1;0;1;True;True;2025-06-03 12:58:07+00:00;48.8927825, 2.3635598;Paris;75056;Paris;66 Rue Pajol, 75018 Paris, France
131;33017;Anatole France - President Roosevelt;True;29;21;7;4;3;True;True;2025-06-03 12:52:47+00:00;48.9155156, 2.3814103;Aubervilliers;93001;Seine-Saint-Denis;3 Boulevard Anatole France, 93300 Aubervilliers, France
132;42706;Roger Salengro - Fontainebleau;True;25;16;7;6;1;True;True;2025-06-03 12:58:37+00:00;48.814548697325, 2.3611663654447;Le Kremlin-Bicêtre;94043;Val-De-Marne;3 Rue Roger Salengro, 94270 Le Kremlin-Bicêtre, France
133;33102;Gabriel Péri - Francisco Ferrer;True;18;13;5;2;3;True;True;2025-06-03 12:55:58+00:00;48.88633710236977, 2.407338917255402;Le Pré-Saint-Gervais;93061;Seine-Saint-Denis;3 Avenue Jean Jaurés, 93310 Le Pré-Saint-Gervais, France
134;21212;Marne - Germain Dardan;True;22;19;2;0;2;True;True;2025-06-03 12:58:46+00:00;48.81217465201, 2.3035024699104;Montrouge;92049;Hauts-de-Seine;1 Rue Germain Dardan, 92120 Montrouge, France
135;18003;Cimetière de Montmartre;True;43;41;2;0;2;True;True;2025-06-03 12:53:15+00:00;48.886472466142, 2.3328901827335;Paris;75056;Paris;14 Rue Joseph de Maistre, 75018 Paris, France
136;44006;Concorde - Stalingrad;True;35;19;11;9;2;True;True;2025-06-03 12:59:02+00:00;48.7985844, 2.3821302;Vitry-sur-Seine;94081;Val-De-Marne;65 Rue de la Concorde, 94400 Vitry-sur-Seine, France
137;15104;Hôpital Européen Georges Pompidou;True;64;6;57;57;0;True;True;2025-06-03 12:57:55+00:00;48.837695319163, 2.2753742337227;Paris;75056;Paris;76 Rue Leblanc, 75015 Paris, France
138;19120;Carducci - Place Hannah Arendt;True;27;26;1;1;0;True;True;2025-06-03 12:57:57+00:00;48.877436681515796, 2.3860743641853337;Paris;75056;Paris;19 Rue Carducci, 75019 Paris, France
139;14003;Schoelcher - Raspail;True;50;47;3;1;2;True;True;2025-06-03 12:55:51+00:00;48.83681733526843, 2.3312794080411474;Paris;75056;Paris;2 Rue Victor Schœlcher, 75014 Paris, France
140;11113;Richard Lenoir - Republique;True;58;54;3;2;1;True;True;2025-06-03 12:56:37+00:00;48.8667175, 2.3692541;Paris;75056;Paris;1 Rue Toussaint Louverture, 75011 Paris, France
141;17204;Paul Bodin - Clichy;False;33;33;0;0;0;False;False;2024-10-08 08:49:38+00:00;48.892594758409, 2.3171403311203;Paris;75056;Paris;1 Rue Paul Bodin, 75017 Paris, France
142;43008;Fontenay - Libération;True;25;20;5;2;3;True;True;2025-06-03 12:57:52+00:00;48.847803063647, 2.4451419711113;Vincennes;94080;Val-De-Marne;12 Rue de Fontenay, 94300 Vincennes, France
143;4016;Lobau - Hôtel de Ville;True;60;27;33;21;12;True;True;2025-06-03 12:58:31+00:00;48.8562118, 2.3532536;Paris;75056;Paris;Lobau - Hôtel de Ville, Rue de Lobau, 75004 Paris, France
144;5018;Mutualité;True;37;7;28;19;9;True;True;2025-06-03 12:58:31+00:00;48.848225572724, 2.3502873256803;Paris;75056;Paris;11 Rue Monge, 75005 Paris, France
145;41209;Cimetière de Fontenay-sous-Bois;True;15;11;3;0;3;True;True;2025-06-03 12:56:49+00:00;48.84706173362218, 2.4787822365760808;Fontenay-sous-Bois;94033;Val-De-Marne;4 Boulevard du 25 Aout 1944, 94120 Fontenay-sous-Bois, France
146;19101;Square Simon Bolivar;True;24;23;1;0;1;True;True;2025-06-03 12:55:23+00:00;48.875089888322, 2.3826304078102;Paris;75056;Paris;36 Avenue Simon Bolivar, 75019 Paris, France
147;21312;Lucie Aubrac - Fort;True;30;28;2;0;2;True;True;2025-06-03 12:58:54+00:00;48.818144834008976, 2.271184623241425;Issy-les-Moulineaux;92040;Hauts-de-Seine;70 Rue du Fort, 92130 Issy-les-Moulineaux, France
148;14138;Porte de Vanves;True;32;24;6;1;5;True;True;2025-06-03 12:58:27+00:00;48.828012849445, 2.3056878894567;Paris;75056;Paris;216 Rue Raymond Losserand, 75014 Paris, France
149;35010;Hoche - Jean Lolive;True;24;19;3;1;2;False;False;2025-06-03 12:58:13+00:00;48.891102392008, 2.4028435349464;Pantin;93055;Seine-Saint-Denis;1 Rue du Pré Saint Gervais, 93500 Pantin, France
150;12114;Victor Hugo - Jeanne Jugan;True;28;27;1;0;1;True;True;2025-06-03 12:57:39+00:00;48.843949064031825, 2.415081394834419;Paris;75056;Paris;33 Avenue Courteline, 75012 Paris, France
151;15106;Grenelle - Violet;True;35;26;9;5;4;True;True;2025-06-03 12:57:51+00:00;48.84993035512154, 2.294612042605877;Paris;75056;Paris;88 Boulevard de Grenelle, 75015 Paris, France
152;14008;Mouton Duvernet - Général Leclerc;True;28;25;3;1;2;True;True;2025-06-03 12:58:43+00:00;48.831632518293, 2.3293121159077;Paris;75056;Paris;6 Rue Mouton-Duvernet, 75014 Paris, France
153;22406;Guy Môquet - Etienne Dolet;True;23;16;5;4;1;True;True;2025-06-03 12:53:39+00:00;48.81527009991819, 2.298078276995073;Malakoff;92046;Hauts-de-Seine;81 Rue Guy Môquet, 92240 Malakoff, France
154;13001;Port-Royal - Hôpital du Val-de-Grâce;True;18;9;9;3;6;True;True;2025-06-03 12:56:31+00:00;48.837668272811, 2.3448138346607;Paris;75056;Paris;49 Boulevard de Port-Royal, 75013 Paris, France
155;2111;Chabanais - Petits Champs;True;30;6;24;18;6;True;True;2025-06-03 12:59:01+00:00;48.86703740186721, 2.336716018617153;Paris;75056;Paris;3 Rue Chabanais, 75002 Paris, France
156;18028;Championnet - Vauvenargues;True;33;31;1;0;1;True;True;2025-06-03 12:58:34+00:00;48.89401874744574, 2.3319872841238976;Paris;75056;Paris;197 Rue Championnet, 75018 Paris, France
157;18022;Marcadet - Barbès;True;37;35;2;0;2;True;True;2025-06-03 12:51:22+00:00;48.890451120965, 2.3490573929687;Paris;75056;Paris;59 Rue Marcadet, 75018 Paris, France
158;8017;Rocher - Laborde;True;65;57;8;6;2;True;True;2025-06-03 12:57:10+00:00;48.87590240712654, 2.322616316378116;Paris;75056;Paris;2 Rue de Laborde, 75008 Paris, France
159;14012;Sibelle - Alésia;True;37;34;3;0;3;True;True;2025-06-03 12:55:59+00:00;48.826701758539215, 2.3384983465075493;Paris;75056;Paris;3 Avenue de la Sibelle, 75014 Paris, France
160;15054;Lecourbe - Jean Maridor;True;19;13;6;2;4;True;True;2025-06-03 12:57:42+00:00;48.83796366147599, 2.2877392172813416;Paris;75056;Paris;291 Rue Lecourbe, 75015 Paris, France
161;21005;Hôtel de Ville de Boulogne Billancourt;True;26;9;17;16;1;True;True;2025-06-03 12:56:40+00:00;48.83495885166784, 2.2416803240776066;Boulogne-Billancourt;92012;Hauts-de-Seine;27 Rue Georges Sorel, 92100 Boulogne-Billancourt, France
162;5124;Erasme - Ulm;True;24;16;8;7;1;True;True;2025-06-03 12:57:06+00:00;48.84264375274712, 2.3445946723222733;Paris;75056;Paris;20 Rue Erasme, 75005 Paris, France
163;10042;Enghien - Faubourg Poissonnière;True;33;23;9;3;6;True;True;2025-06-03 12:55:17+00:00;48.872420063053, 2.3483952362828;Paris;75056;Paris;52 Rue d'Enghien, 75010 Paris, France
164;14106;Marc Sangnier - Porte de Vanves;True;21;21;0;0;0;True;True;2025-06-03 12:51:42+00:00;48.825218683556734, 2.3107116669416428;Paris;75056;Paris;58 Avenue Marc Sangnier, 75014 Paris, France
165;17203;Place de la Porte de Champeret;True;28;26;2;1;1;True;True;2025-06-03 12:55:15+00:00;48.886062068226, 2.2917001576821;Paris;75056;Paris;12 Avenue Stéphane Mallarmé, 75017 Paris, France
166;18046;Etienne Jodelle - Saint Ouen;True;33;31;2;1;1;True;True;2025-06-03 12:58:47+00:00;48.88794016394694, 2.326124420314341;Paris;75056;Paris;10 Rue Etienne Jodelle, 75018 Paris, France
167;42014;Place Marcel Cachin;True;32;8;23;21;2;True;True;2025-06-03 12:52:57+00:00;48.81411442356866, 2.39090770483017;Ivry-sur-Seine;94041;Val-De-Marne;1 Place Marcel Cachin, 94200 Ivry-sur-Seine, France
168;31102;Boissière - Etienne Dolet;True;21;20;1;0;1;True;True;2025-06-03 12:57:31+00:00;48.876111, 2.4677312;Montreuil;93048;Seine-Saint-Denis;239 Boulevard de la Boissière, 93110 Rosny-sous-Bois, France
169;46003;Conservatoire de Musique;True;25;25;0;0;0;False;False;2025-06-03 12:55:17+00:00;48.770935866676, 2.4034014344215;Choisy-le-Roi;94022;Val-De-Marne;47 Rue du Docteur Roux, 94600 Choisy-le-Roi, France
170;8054;Bertie Albrecht - Hoche;True;32;11;21;9;12;True;True;2025-06-03 12:58:42+00:00;48.87614039826388, 2.301303138307601;Paris;75056;Paris;10 Avenue Bertie Albrecht, 75008 Paris, France
171;8045;Place de la Reine Astrid;True;58;8;45;29;16;True;True;2025-06-03 12:57:27+00:00;48.864920982538, 2.3025491823859;Paris;75056;Paris;3 Avenue Montaigne, 75008 Paris, France
172;15109;Cevennes - Bergers;True;29;12;17;8;9;True;True;2025-06-03 12:56:35+00:00;48.84240765130395, 2.281037718057633;Paris;75056;Paris;67 Rue des Cévennes, 75015 Paris, France
173;21006;Marcelin Berthelot;True;27;6;21;15;6;True;True;2025-06-03 12:58:45+00:00;48.8415473058801, 2.233161628246308;Boulogne-Billancourt;92012;Hauts-de-Seine;166 Rue de Paris, 92100 Boulogne-Billancourt, France
174;21209;Molière - République;True;30;26;3;1;2;True;True;2025-06-03 12:55:33+00:00;48.81111581390707, 2.3145738624448158;Montrouge;92049;Hauts-de-Seine;35 Rue Molière, 92120 Montrouge, France
175;20131;Repos - Cimetière du Père Lachaise;True;33;33;0;0;0;True;True;2025-06-03 12:54:44+00:00;48.859358523593, 2.3896131366845;Paris;75056;Paris;24 Boulevard de Ménilmontant, 75020 Paris, France
176;19103;Manin - Carrières d'Amérique;True;20;14;3;1;2;True;True;2025-06-03 12:56:14+00:00;48.884672142095, 2.3919698596001;Paris;75056;Paris;46 Rue Manin, 75019 Paris, France
177;21015;Nationale - Place Jules Guesde;True;23;3;18;16;2;True;True;2025-06-03 12:56:57+00:00;48.82753962462998, 2.2416052222251897;Boulogne-Billancourt;92012;Hauts-de-Seine;39 Rue Nationale, 92100 Boulogne-Billancourt, France
178;14124;David Weill - Parc Montsouris;True;22;20;1;0;1;True;True;2025-06-03 12:57:53+00:00;48.821092374256104, 2.333725690841675;Paris;75056;Paris;4 Avenue David Weill, 75014 Paris, France
179;5028;Censier - Jardin des Plantes;True;28;10;17;11;6;True;True;2025-06-03 12:57:08+00:00;48.84107178161383, 2.355475388467312;Paris;75056;Paris;3 Rue Censier, 75005 Paris, France
180;15133;Saint Lambert - Blomet;True;27;22;5;4;1;True;True;2025-06-03 12:58:02+00:00;48.83659148147257, 2.2930556908249855;Paris;75056;Paris;52 Rue Saint-Lambert, 75015 Paris, France
181;41202;Gare Rer de Fontenay sous Bois;True;61;36;22;20;2;True;True;2025-06-03 12:55:14+00:00;48.8436279, 2.4630465;Fontenay-sous-Bois;94033;Val-De-Marne;11 Avenue Foch, 94120 Fontenay-sous-Bois, France
182;15110;Place Robert Guillemard;True;24;1;23;20;3;True;True;2025-06-03 12:57:43+00:00;48.836191728066666, 2.2811267160086417;Paris;75056;Paris;105 Rue Leblanc, 75015 Paris, France
183;1119;Cossonnerie - Sébastopol;True;24;2;21;14;7;True;True;2025-06-03 12:57:10+00:00;48.86132665908402, 2.349419631063938;Paris;75056;Paris;2 Rue de la Cossonnerie, 75001 Paris, France
184;16202;Commandant Schloesing - Pétrarque;False;30;30;0;0;0;False;False;2025-05-23 15:36:48+00:00;48.861773096259, 2.2838841134601;Paris;75056;Paris;12 Rue du Commandant Schloesing, 75116 Paris, France
185;20115;Louis Lumière - Porte de Bagnolet;True;20;18;1;1;0;True;True;2025-06-03 12:52:50+00:00;48.86431136000005, 2.4105210229754443;Paris;75056;Paris;102 Rue Louis Lumière, 75020 Paris, France
186;44013;Edouard Tremblay - Julian Grimaux;True;30;20;9;7;2;True;True;2025-06-03 12:52:18+00:00;48.781383825117, 2.3723508417606;Vitry-sur-Seine;94081;Val-De-Marne;194 Rue Édouard Tremblay, 94400 Vitry-sur-Seine, France
187;9116;Victoire - Chaussée d'Antin;True;24;11;12;11;1;True;True;2025-06-03 12:58:11+00:00;48.875065791004396, 2.3316738009452824;Paris;75056;Paris;83 Rue de la Victoire, 75009 Paris, France
188;44003;Gabriel Péri - Danielle Casanova;True;20;7;13;10;3;True;True;2025-06-03 12:53:59+00:00;48.790114, 2.4025777;Vitry-sur-Seine;94081;Val-De-Marne;108 Rue Gabriel Péri, 94400 Vitry-sur-Seine, France
189;6025;Assas - Rennes;True;32;24;8;7;1;True;True;2025-06-03 12:58:49+00:00;48.8492084999386, 2.32851454623001;Paris;75056;Paris;16 Rue d'Assas, 75006 Paris, France
190;15034;Lakanal - Commerce;True;53;27;24;23;1;True;True;2025-06-03 12:56:44+00:00;48.84442462786544, 2.294059172272682;Paris;75056;Paris;3 Rue Lakanal, 75015 Paris, France
191;11030;Oberkampf - République;True;24;18;4;3;1;True;True;2025-06-03 12:58:45+00:00;48.86531608707, 2.37611478491;Paris;75056;Paris;82 Rue Oberkampf, 75011 Paris, France
192;48010;Karl Marx;True;16;9;7;6;1;True;True;2025-06-03 12:57:19+00:00;48.784527937293184, 2.3646667979455587;Villejuif;94076;Val-De-Marne;43 Avenue Karl Marx, 94800 Villejuif, France
193;17013;Legendre - Dulong;True;23;20;3;0;3;True;True;2025-06-03 12:52:10+00:00;48.885325169402904, 2.316423766314984;Paris;75056;Paris;60 Rue Legendre, 75017 Paris, France
194;22203;Tertres - Fontaine;True;28;23;4;2;2;True;True;2025-06-03 12:56:00+00:00;48.787553654715644, 2.306235730648041;Bagneux;92007;Hauts-de-Seine;5 Rue des Tertres, 92220 Bagneux, France
195;32604;Square du Théâtre du Garde-Chasse;True;50;50;0;0;0;True;True;2025-06-03 12:58:18+00:00;48.881287375060616, 2.420119643211365;Les Lilas;93045;Seine-Saint-Denis;2 Avenue Paul de Kock, 93260 Les Lilas, France
196;42021;Raspail - Manufacture des Oeillets;True;32;9;21;21;0;True;True;2025-06-03 12:59:00+00:00;48.8094458, 2.3903009;Ivry-sur-Seine;94041;Val-De-Marne;1 Place Pierre Gosnat, 94200 Ivry-sur-Seine, France
197;19024;Botzaris - Parc des Buttes Chaumont;True;20;19;1;0;1;True;True;2025-06-03 12:56:35+00:00;48.877951, 2.381464;Paris;75056;Paris;28b Rue Botzaris, 75019 Paris, France
198;35020;Marcelle - Thalie;True;20;18;1;0;1;True;True;2025-06-03 12:53:54+00:00;48.8835462, 2.4137883;Pantin;93055;Seine-Saint-Denis;1 Allee Claude Debussy, 93500 Pantin, France
199;9010;Rochechouart lamartine;True;24;23;1;1;0;True;True;2025-06-03 12:55:14+00:00;48.876719895109, 2.344393021854;Paris;75056;Paris;3 Rue Marguerite de Rochechouart, 75009 Paris, France
200;1020;Cambon - Rivoli;True;40;17;20;12;8;True;True;2025-06-03 12:56:44+00:00;48.866143390992, 2.3251800647137;Paris;75056;Paris;244 Rue de Rivoli, 75001 Paris, France
201;18009;Jean-François Lépine - Stephenson;True;22;21;0;0;0;True;True;2025-06-03 12:51:21+00:00;48.88611466796807, 2.356855627529275;Paris;75056;Paris;9 Rue Jean François Lépine, 75018 Paris, France
202;25003;Henri Ste-Claire Déville - Paul Héroult;True;24;10;13;6;7;True;True;2025-06-03 12:58:41+00:00;48.892663, 2.172411;Rueil-Malmaison;92063;Hauts-de-Seine;14 Rue Henri Sainte-Claire Deville, 92500 Rueil-Malmaison, France
203;16108;Sablons - Georges Mandel;True;38;38;0;0;0;True;True;2025-06-03 12:49:45+00:00;48.863875, 2.28189;Paris;75056;Paris;40 Rue des Sablons, 75116 Paris, France
204;31003;Paris - Emile Zola;True;30;25;5;1;4;True;True;2025-06-03 12:58:54+00:00;48.854898095789295, 2.4186685681343083;Montreuil;93048;Seine-Saint-Denis;241 Rue de Paris, 93100 Montreuil, France
205;17125;Marie-Georges Picquart - Pereire;True;32;29;3;1;2;True;True;2025-06-03 12:58:56+00:00;48.88863669349711, 2.3111706599593163;Paris;75056;Paris;13 Rue Georges Picquart, 75017 Paris, France
206;22402;Jean Jaurès - Salvador Allende;True;43;40;3;1;2;True;True;2025-06-03 12:58:00+00:00;48.821475594736775, 2.3026576638221745;Malakoff;92046;Hauts-de-Seine;10bis Avenue Jean Jaurès, 92240 Malakoff, France
207;19032;Villette - Belleville;True;48;37;7;3;4;True;True;2025-06-03 12:58:36+00:00;48.8726877314, 2.376461327076;Paris;75056;Paris;6 Boulevard de la Villette, 75019 Paris, France
208;11039;Richard Lenoir - Jean-Pierre Timbaud;True;36;30;3;1;2;True;True;2025-06-03 12:50:32+00:00;48.865804276686, 2.3693370749669;Paris;75056;Paris;123 Boulevard Richard Lenoir, 75011 Paris, France
209;21701;Larmeroux - Baudelaire;True;29;26;3;0;3;True;True;2025-06-03 12:51:31+00:00;48.816939911292, 2.2809894804846;Vanves;92075;Hauts-de-Seine;5ter Rue Larmeroux, 92170 Vanves, France
210;11026;Chemin Vert - Saint-Maur;True;45;38;6;2;4;True;True;2025-06-03 12:56:37+00:00;48.86112461407359, 2.381299026310444;Paris;75056;Paris;96 Rue du Chemin Vert, 75011 Paris, France
211;16008;Galilée - Kléber;True;32;22;9;2;7;True;True;2025-06-03 12:57:49+00:00;48.867411865714, 2.2907813801148;Paris;75056;Paris;4 Rue Galilée, 75016 Paris, France
212;41601;Général De Gaulle - Alouette;True;26;21;4;2;2;True;True;2025-06-03 12:58:56+00:00;48.839109, 2.4175664;Saint-Mandé;94067;Val-De-Marne;86 Avenue du Général de Gaulle, 94160 Saint-Mandé, France
213;22003;Beffroy;True;26;6;20;16;4;True;True;2025-06-03 12:58:44+00:00;48.886591074488, 2.2613945603371;Neuilly-sur-Seine;92051;Hauts-de-Seine;4 Rue Beffroy, 92200 Neuilly-sur-Seine, France
214;23006;Jules Guesde - Alsace;True;25;10;11;5;6;True;True;2025-06-03 12:56:08+00:00;48.890566275506, 2.2950777411461;Levallois-Perret;92044;Hauts-de-Seine;8 Rue Jules Guesde, 92300 Levallois-Perret, France
215;11024;Mairie du 11ème;True;51;50;1;1;0;True;True;2025-06-03 12:57:41+00:00;48.858925, 2.3789759;Paris;75056;Paris;91 Rue Sedaine, 75011 Paris, France
216;15021;Joseph Liouville - Croix Nivert;True;64;63;0;0;0;True;True;2025-06-03 12:58:59+00:00;48.844835471244416, 2.297508493065834;Paris;75056;Paris;2 Rue Joseph Liouville, 75015 Paris, France
217;13050;Quai Panhard et Levassor;True;57;1;55;53;2;True;True;2025-06-03 12:58:06+00:00;48.828374828097, 2.3842737458056;Paris;75056;Paris;25 Quai Panhard et Levassor, 75013 Paris, France
218;17105;Place Madeleine Daniélou;True;42;25;17;15;2;True;True;2025-06-03 12:54:22+00:00;48.883498, 2.282015;Paris;75056;Paris;18 Boulevard d'Aurelle de Paladines, 75017 Paris, France
219;14136;Auguste Cain - Jean Moulin;True;40;37;3;0;3;True;True;2025-06-03 12:50:50+00:00;48.82577028927573, 2.3210415244102482;Paris;75056;Paris;3 Rue Auguste Caïn, 75014 Paris, France
220;11105;Parmentier - République;True;50;21;2;1;1;True;True;2025-06-03 12:50:20+00:00;48.8644954, 2.3750124;Paris;75056;Paris;71 Avenue Parmentier, 75011 Paris, France
221;11035;Parmentier - Abel Rabaud;True;52;49;3;2;1;True;True;2025-06-03 12:56:58+00:00;48.86921273836114, 2.371688821240712;Paris;75056;Paris;140 Avenue Parmentier, 75011 Paris, France
222;43005;Gare RER de Vincennes;True;51;36;13;6;7;True;True;2025-06-03 12:58:44+00:00;48.847563015126106, 2.433383166790009;Vincennes;94080;Val-De-Marne;16 Avenue Aubert, 94300 Vincennes, France
223;15046;Parc Georges Brassens - Brancion;True;29;26;1;0;1;True;True;2025-06-03 12:53:42+00:00;48.83227829269761, 2.3022570088505745;Paris;75056;Paris;40b Rue des Morillons, 75015 Paris, France
224;16136;Théophile Gautier - François Millet;True;30;14;16;7;9;True;True;2025-06-03 12:57:52+00:00;48.85034821320644, 2.273029983043671;Paris;75056;Paris;22 Avenue Théophile Gautier, 75016 Paris, France
225;22006;Pierret - Madrid;True;28;5;21;11;10;True;True;2025-06-03 12:57:29+00:00;48.882976576876565, 2.260125767248034;Neuilly-sur-Seine;92051;Hauts-de-Seine;35 Rue Pierret, 92200 Neuilly-sur-Seine, France
226;19022;Marché Secrétan;True;26;18;7;0;7;True;True;2025-06-03 12:56:36+00:00;48.88125496379482, 2.373463287949562;Paris;75056;Paris;33 Avenue Secrétan, 75019 Paris, France
227;17028;Reims - Raymond Pitet;True;37;33;3;0;3;True;True;2025-06-03 12:58:59+00:00;48.8888, 2.296319;Paris;75056;Paris;32 Boulevard de Reims, 75017 Paris, France
228;21008;Victor Hugo - Galliéni;True;34;3;31;16;15;True;True;2025-06-03 12:56:44+00:00;48.838020154411, 2.2460845112801;Boulogne-Billancourt;92012;Hauts-de-Seine;72 Avenue Victor Hugo, 92100 Jardin de la Mairie, France
229;21301;Saint-Vincent - Verdun;True;34;17;17;11;6;True;True;2025-06-03 12:56:46+00:00;48.819211549234495, 2.254007756710053;Issy-les-Moulineaux;92040;Hauts-de-Seine;23 Cours Saint-Vincent, 92130 Issy-les-Moulineaux, France
230;20134;Lieutenant Chauré - Etienne Marey;True;20;20;0;0;0;True;True;2025-06-03 12:57:18+00:00;48.86746195408435, 2.405970990657807;Paris;75056;Paris;23 Rue du Lieutenant Chauré, 75020 Paris, France
231;19029;Seine - Flandre;True;19;17;0;0;0;True;True;2025-06-03 12:57:49+00:00;48.886785741479684, 2.3746193200349808;Paris;75056;Paris;49 Quai de la Seine, 75019 Paris, France
232;24001;Arche - Léonard de Vinci;True;28;9;18;13;5;True;True;2025-06-03 12:57:17+00:00;48.89790972494496, 2.2383723043644914;Courbevoie;92026;Hauts-de-Seine;34 Avenue De L'Arche, 92400 Courbevoie, France
233;19016;Hautpoul - Jean Jaurès;True;32;25;5;0;5;True;True;2025-06-03 12:55:18+00:00;48.886393679436, 2.3865414544355;Paris;75056;Paris;73 Rue d'Hautpoul, 75019 Paris, France
234;22016;Charles de Gaulle - Sablonville;True;26;21;5;4;1;True;True;2025-06-03 12:53:00+00:00;48.87991924860035, 2.2763770446181297;Neuilly-sur-Seine;92051;Hauts-de-Seine;44 Avenue Charles de Gaulle, 92200 Neuilly-sur-Seine, France
